variable,direct,indirect,total
link_supplier,13.763085947132788,-445.03655913014853,-431.27347318301577
subsidy_policy,-0.01844591375340973,-28.010955796418784,-28.029401710172195
link_x_sub,-0.16285596603548325,4.909329866248181,4.746473900212698
market_access_log,-14.07307827440521,424.2361220437735,410.1630437693683
pop_log,1.0020300703931637,-30.206422713357057,-29.204392642963892
gdp_pc_log,0.6032337511363137,-18.184617627930056,-17.58138387679374
