variable,direct,indirect,total
terrain_ruggedness,0.31755373986225605,-3.891315678433541,-3.573761938571285
market_access_log,25.329936011040914,-72.89095989119255,-47.56102388015164
supplier_access_log,-25.425624009791026,75.09305036286389,49.66742635307286
VL_transport_eq_interp,1.5783675797888033,-4.661613658510415,-3.0832460787216114
常住人口（万人）,0.15403316831862582,-0.4549276926948912,-0.3008945243762654
人均地区生产总值（元）,0.4119916160644725,-1.2167924438076119,-0.8048008277431393
