variable,direct,indirect,total
link_supplier,-4.054106324270627,5.619236115893196,1.5651297916225686
subsidy_policy,2.3619057861524375,-3.5671048388814253,-1.205199052728988
link_x_sub,-0.4732493672007409,0.8707293242756009,0.39747995707486006
market_access_log,3.5769697698431804,-6.581250153745431,-3.0042803839022505
terrain_ruggedness,0.09924102318072306,-0.1825931000514499,-0.08335207687072684
pop_log,-0.554837161700604,1.0208423304359844,0.46600516873538045
gdp_pc_log,0.0301253913750308,-0.05542756841002179,-0.025302177034990988
