province,sector_code,sector_name,total_output,BL,FL,VL,year
天津,19,电气机械和器材,40059478.23562592,0.5518619494865602,0.11570011493156807,0.33378103220906413,2015
天津,20,通信设备、计算机和其他电子设备,87978601.6270188,0.5458591720852736,0.2544150169554825,0.40013709452037804,2015
天津,21,仪器仪表,2641084.4415974794,0.6504007201119102,0.0060371035525769575,0.32821891183224355,2015
天津,22,其他制造产品,5164235.385290151,0.676425638387612,0.04547340211586091,0.3609495202517365,2015
天津,23,废品废料,10554094.455225116,0.6221299332153102,0.07906033838489891,0.35059513580010454,2015
天津,24,金属制品、机械和设备修理服务,895529.7727655875,0.5549265303850992,0.008606558445110265,0.28176654441510474,2015
天津,25,电力、热力的生产和供应,33066253.294350907,0.5447978208303896,0.21744962733654655,0.38112372408346806,2015
天津,26,燃气生产和供应,4493015.731799163,0.5467143973843618,0.1330958933039733,0.33990514534416755,2015
天津,27,水的生产和供应,2031820.149081213,0.5332827656557066,0.0527682445364318,0.2930255050960692,2015
天津,28,建筑,177550022.58953112,0.5416772648882087,0.03007186557409598,0.28587456523115234,2015
天津,29,批发和零售,110659630.39422745,0.6791767201098291,0.359458562640309,0.5193176413750691,2015
天津,30,交通运输、仓储和邮政,113475211.45062754,0.5595447741941713,0.36822229430290637,0.4638835342485388,2015
天津,31,住宿和餐饮,23628385.308215372,0.5809421844429183,0.06999922528336873,0.32547070486314356,2015
天津,32,信息传输、软件和信息技术服务,22278421.35185845,0.6099259475377035,0.07280488635380263,0.34136541694575306,2015
天津,33,金融,90546282.55468747,0.703670509037925,0.3603710748750571,0.5320207919564911,2015
天津,34,房地产,51134873.58813207,0.6519899232479022,0.07129236812455225,0.3616411456862272,2015
天津,35,租赁和商务服务,93761547.75958881,0.5677674492197389,0.3519423974060187,0.4598549233128788,2015
天津,36,科学研究和技术服务,75966338.6997346,0.5994756651128296,0.13234020408639077,0.3659079345996102,2015
天津,37,水利、环境和公共设施管理,20183398.553002536,0.5844724815370802,0.03661036917942545,0.3105414253582528,2015
天津,38,居民服务、修理和其他服务,32790774.15458291,0.6165617150586153,0.16393742997867292,0.3902495725186441,2015
天津,39,教育,26777003.29520399,0.6436362419594657,0.05030004383851215,0.3469681428989889,2015
天津,40,卫生和社会工作,24680158.51044998,0.5900849903094247,0.002110077167045399,0.29609753373823505,2015
天津,41,文化、体育和娱乐,6445102.091004845,0.6197513802309338,0.014712607409302579,0.3172319938201182,2015
天津,42,公共管理、社会保障和社会组织,24375516.158503152,0.6564748597713124,0.008242353696459174,0.3323586067338858,2015
河北,01,农林牧渔产品和服务,239112125.90644073,0.6457194876650351,0.4259711433621067,0.5358453155135708,2015
河北,02,煤炭采选产品,38609545.646482736,0.6648716465955132,0.11786009348134623,0.3913658700384297,2015
河北,03,石油和天然气开采产品,6917953.220441391,0.6645988044193619,0.027093490479644072,0.345846147449503,2015
河北,04,金属矿采选产品,65960395.21846737,0.5926585579164425,0.07337629374763747,0.33301742583203997,2015
河北,05,非金属矿和其他矿采选产品,4960587.944422103,0.7045278776300777,0.016932947990113932,0.3607304128100958,2015
河北,06,食品和烟草,146683655.41145605,0.532268646421982,0.2278928824280736,0.3800807644250278,2015
河北,07,纺织品,70718824.92250481,0.5565258846570276,0.45272648544304916,0.5046261850500384,2015
河北,08,纺织服装鞋帽皮革羽绒及其制品,70245145.57906802,0.5762251497897672,0.17847540232277653,0.3773502760562719,2015
河北,09,木材加工品和家具,23027854.88868603,0.5684184529156902,0.11392089840099896,0.34116967565834455,2015
河北,10,造纸印刷和文教体育用品,45697359.57430919,0.5695892798793138,0.20927012528659558,0.38942970258295473,2015
河北,11,石油、炼焦产品和核燃料加工品,74225213.90725933,0.5510075266749929,0.1699105203341176,0.3604590235045552,2015
河北,12,化学产品,196538821.244417,0.5514980990884366,0.5742792215102923,0.5628886602993645,2015
河北,13,非金属矿物制品,78585107.27180564,0.5642551423122194,0.1633099214567561,0.3637825318844877,2015
河北,14,金属冶炼和压延加工品,420901964.9768093,0.5430811699372682,1.0656666541878004,0.8043739120625343,2015
河北,15,金属制品,114781487.2450961,0.5620656690033317,0.37004692574750464,0.46605629737541815,2015
河北,16,通用设备,56155106.582829356,0.5735122393077093,0.12239581689916061,0.34795402810343495,2015
河北,17,专用设备,51804893.45786427,0.567870659160343,0.10749399010247777,0.33768232463141035,2015
河北,18,交通运输设备,96283241.25321531,0.5653546840127207,0.12575974166295423,0.34555721283783747,2015
河北,19,电气机械和器材,70969191.14830945,0.54896464364759,0.19367656289200635,0.3713206032697982,2015
河北,20,通信设备、计算机和其他电子设备,17316828.273158323,0.5621766432368503,0.07716357661703917,0.3196701099269448,2015
河北,21,仪器仪表,3509349.786588499,0.564890893043507,0.013722695588566992,0.289306794316037,2015
河北,22,其他制造产品,2788477.3021698534,0.55990989512628,0.019831364011236075,0.28987062956875803,2015
河北,23,废品废料,3420251.192731706,0.6210761482992762,0.048025532896407146,0.3345508405978416,2015
河北,24,金属制品、机械和设备修理服务,862867.6907422454,0.6523080779564397,0.0023416792296169393,0.32732487859302833,2015
河北,25,电力、热力的生产和供应,110732810.73077461,0.5330473598869502,0.37031404565904413,0.45168070277299716,2015
河北,26,燃气生产和供应,7103931.78196632,0.5656158761101079,0.06830625039336846,0.3169610632517382,2015
河北,27,水的生产和供应,2190586.0652568247,0.6471939282583843,0.020236354045928377,0.33371514115215634,2015
河北,28,建筑,222964382.17546225,0.5798531700051355,0.011772211597742815,0.2958126908014391,2015
河北,29,批发和零售,130399873.27676329,0.6896238386364233,0.32595277306311893,0.5077883058497711,2015
河北,30,交通运输、仓储和邮政,232692792.278423,0.6138258025064078,0.6148125030316406,0.6143191527690242,2015
河北,31,住宿和餐饮,33822519.67086656,0.6103588196977959,0.10090841061477368,0.3556336151562848,2015
河北,32,信息传输、软件和信息技术服务,33230163.766314402,0.6185200364709856,0.12941664084441737,0.3739683386577015,2015
河北,33,金融,92258977.64887093,0.6448178680015791,0.24123698478840583,0.4430274263949925,2015
河北,34,房地产,83841871.01702407,0.6878423865954546,0.12088939400064688,0.40436589029805076,2015
河北,35,租赁和商务服务,29718295.349869505,0.5742796019216974,0.13641554883525114,0.3553475753784743,2015
河北,36,科学研究和技术服务,41263906.49908854,0.593131471619166,0.05578737370699523,0.32445942266308064,2015
河北,37,水利、环境和公共设施管理,5057840.384816633,0.6437934587258101,0.005418919182968092,0.3246061889543891,2015
河北,38,居民服务、修理和其他服务,36071136.62430333,0.6090644494099154,0.09500873252376672,0.3520365909668411,2015
河北,39,教育,37495630.71426453,0.6901343214291651,0.03749073030083097,0.363812525864998,2015
河北,40,卫生和社会工作,43443314.16279586,0.6371832073640591,0.006188354403937145,0.32168578088399813,2015
河北,41,文化、体育和娱乐,5406607.0121627925,0.6351803358061374,0.01024199614686449,0.32271116597650096,2015
河北,42,公共管理、社会保障和社会组织,61983014.48334676,0.6399728467722827,0.052200534709741425,0.34608669074101206,2015
山西,01,农林牧渔产品和服务,60893588.85423524,0.6302959577622491,0.40448233235962305,0.517389145060936,2015
山西,02,煤炭采选产品,169576310.94099498,0.5779018127544691,0.6911891065331577,0.6345454596438134,2015
山西,03,石油和天然气开采产品,2171166.0414000363,0.6234416686573975,0.03236987339778689,0.32790577102759216,2015
山西,04,金属矿采选产品,9829484.84409846,0.5609551449792629,0.04464566510081906,0.30280040504004097,2015
山西,05,非金属矿和其他矿采选产品,150189.03924719308,0.5471428215202035,0.03698974946680063,0.2920662854935021,2015
山西,06,食品和烟草,22433959.31456909,0.5627123466261352,0.07507531507682391,0.3188938308514796,2015
山西,07,纺织品,1617481.5221106997,0.536347554866938,0.07498594635992342,0.3056667506134307,2015
山西,08,纺织服装鞋帽皮革羽绒及其制品,1122198.198565526,0.5592015912916876,0.00513906773430151,0.28217032951299453,2015
山西,09,木材加工品和家具,775912.386965018,0.5369590169431351,0.0034308174044989826,0.27019491717381705,2015
山西,10,造纸印刷和文教体育用品,1539408.9813557244,0.5528417418622882,0.01875898463344105,0.2858003632478646,2015
山西,11,石油、炼焦产品和核燃料加工品,33507719.865887783,0.5578504206509282,0.13838691285805024,0.3481186667544892,2015
山西,12,化学产品,29916187.212783173,0.5530707116475437,0.2863165187391175,0.4196936151933306,2015
山西,13,非金属矿物制品,13031452.894154768,0.554273604722175,0.047144132308217596,0.3007088685151963,2015
山西,14,金属冶炼和压延加工品,92830236.67157972,0.5277216257233268,0.4418816163991902,0.4848016210612585,2015
山西,15,金属制品,4724584.589967433,0.5512074527546655,0.03666051502726197,0.29393398389096376,2015
山西,16,通用设备,5492487.55608623,0.5500181483928264,0.041764968623606166,0.29589155850821625,2015
山西,17,专用设备,7327092.935709979,0.5465073118076497,0.018788613358960655,0.28264796258330516,2015
山西,18,交通运输设备,8176283.001480982,0.5442524457698372,0.023307847967099025,0.28378014686846814,2015
山西,19,电气机械和器材,5976741.987620968,0.5420638522028691,0.052693502927381265,0.2973786775651252,2015
山西,20,通信设备、计算机和其他电子设备,21469361.15146251,0.5726275394407305,0.11783849821736747,0.345233018829049,2015
山西,21,仪器仪表,774142.8389669694,0.5574256488617614,0.008186857169894354,0.28280625301582785,2015
山西,22,其他制造产品,220648.88734609558,0.5852780325854251,0.0020010931254655436,0.29363956285544535,2015
山西,23,废品废料,87737.54691212192,0.5652409201697713,0.015896521157727498,0.29056872066374945,2015
山西,24,金属制品、机械和设备修理服务,389068.84711078485,0.6487438361768267,0.007067228093079303,0.327905532134953,2015
山西,25,电力、热力的生产和供应,59200154.46968196,0.575264969414782,0.4350220336488197,0.5051435015318009,2015
山西,26,燃气生产和供应,5433602.078993986,0.5437014822148837,0.05706908047854765,0.30038528134671566,2015
山西,27,水的生产和供应,887717.3768061982,0.596431500975952,0.019450077336893138,0.3079407891564226,2015
山西,28,建筑,183483284.25471205,0.5461747595538191,0.04744969103445574,0.2968122252941374,2015
山西,29,批发和零售,59682661.87748967,0.6733242885028713,0.18940920743292716,0.4313667479678992,2015
山西,30,交通运输、仓储和邮政,73936228.46948892,0.6124965767974633,0.28119215227915756,0.44684436453831045,2015
山西,31,住宿和餐饮,38634149.98207653,0.5701304203296468,0.26768964619903396,0.4189100332643404,2015
山西,32,信息传输、软件和信息技术服务,24243278.893227816,0.6762876826856246,0.17426113920999878,0.42527441094781165,2015
山西,33,金融,66049364.8805119,0.698631764305711,0.4904260852036776,0.5945289247546943,2015
山西,34,房地产,31632010.43687993,0.7499999962383563,0.07816081291579231,0.41408040457707435,2015
山西,35,租赁和商务服务,13858289.52845335,0.6388155844054942,0.15142822577794188,0.3951219050917181,2015
山西,36,科学研究和技术服务,9507437.057485506,0.6105776223536072,0.03575909439391479,0.323168358373761,2015
山西,37,水利、环境和公共设施管理,3049418.3785122964,0.6575701459475377,0.0025865137744992537,0.3300783298610185,2015
山西,38,居民服务、修理和其他服务,12489824.002806842,0.698959129898705,0.1799780075862705,0.43946856874248774,2015
山西,39,教育,20488070.31055683,0.7499999999999997,0.037203418918167586,0.3936017094590836,2015
山西,40,卫生和社会工作,13917991.428772667,0.6663859693441609,0.0015475044744701811,0.33396673690931555,2015
山西,41,文化、体育和娱乐,8250273.628110953,0.6211441262190753,0.03842678426043617,0.3297854552397558,2015
山西,42,公共管理、社会保障和社会组织,44060395.49308983,0.6697492912980451,0.019859695471781093,0.3448044933849131,2015
内蒙古,01,农林牧渔产品和服务,110044714.97495633,0.6493686604390655,0.4427412648363615,0.5460549626377135,2015
内蒙古,02,煤炭采选产品,122779148.0815923,0.571280014987442,0.5036308831298779,0.5374554490586599,2015
内蒙古,03,石油和天然气开采产品,29391888.53222818,0.6341526285129976,0.1994511318040712,0.41680188015853437,2015
内蒙古,04,金属矿采选产品,44810635.28157002,0.5975129054601486,0.17888643225351095,0.38819966885682977,2015
内蒙古,05,非金属矿和其他矿采选产品,11084426.238536777,0.5645694870574051,0.11793505797236895,0.341252272514887,2015
内蒙古,06,食品和烟草,105169765.73428534,0.5675527275808961,0.2805669186716722,0.4240598231262842,2015
内蒙古,07,纺织品,18717975.84663731,0.5758603231653117,0.21283178939863406,0.39434605628197283,2015
内蒙古,08,纺织服装鞋帽皮革羽绒及其制品,4678988.702933743,0.6120070736885226,0.016054059186985253,0.3140305664377539,2015
内蒙古,09,木材加工品和家具,10898867.457963852,0.5650358965618971,0.06753642662436658,0.31628616159313183,2015
内蒙古,10,造纸印刷和文教体育用品,5969716.175329091,0.5883882815738475,0.07994943845777275,0.33416886001581014,2015
内蒙古,11,石油、炼焦产品和核燃料加工品,26805630.879380293,0.5978782016382626,0.10725621374126248,0.3525672076897625,2015
内蒙古,12,化学产品,80564658.5688349,0.5578856516923164,0.5114479382105113,0.5346667949514139,2015
内蒙古,13,非金属矿物制品,29910287.95573175,0.5805140088336891,0.09367308461052123,0.3370935467221052,2015
内蒙古,14,金属冶炼和压延加工品,120949167.00008467,0.5560449879898368,0.7024876447010157,0.6292663163454262,2015
内蒙古,15,金属制品,11875660.56049041,0.5558364952213459,0.09884861664817589,0.3273425559347609,2015
内蒙古,16,通用设备,11008350.141582964,0.5633813035911803,0.07872788109074115,0.32105459234096073,2015
内蒙古,17,专用设备,7835374.436093752,0.5822136688442556,0.01870810972379891,0.30046088928402725,2015
内蒙古,18,交通运输设备,6981204.54195606,0.5505175163686604,0.01767741752058899,0.2840974669446247,2015
内蒙古,19,电气机械和器材,12321494.146616548,0.5779441766846264,0.0734214256946122,0.3256828011896193,2015
内蒙古,20,通信设备、计算机和其他电子设备,2172457.3801825074,0.5356431368070762,0.033961416954681405,0.2848022768808788,2015
内蒙古,21,仪器仪表,298241.3262340335,0.6059045604320594,0.006967068988310878,0.30643581471018516,2015
内蒙古,22,其他制造产品,318569.7026819466,0.5828129408665829,0.00022728456860544435,0.29152011271759415,2015
内蒙古,23,废品废料,1435130.1238761854,0.521982175132708,0.010076266743203888,0.2660292209379559,2015
内蒙古,24,金属制品、机械和设备修理服务,80483.78057527557,0.6011008230860224,0.0005131394460612565,0.30080698126604183,2015
内蒙古,25,电力、热力的生产和供应,78158198.22317305,0.5608042982698463,0.4467172316885269,0.5037607649791866,2015
内蒙古,26,燃气生产和供应,12297708.055162238,0.5731564822942118,0.16782375440585423,0.370490118350033,2015
内蒙古,27,水的生产和供应,1573566.9910622323,0.5814785284913919,0.014963865031557897,0.2982211967614749,2015
内蒙古,28,建筑,141739530.15535212,0.5787982308929824,0.005319934930303003,0.29205908291164273,2015
内蒙古,29,批发和零售,99000085.7206938,0.6464129766897441,0.11970803416825211,0.3830605054289981,2015
内蒙古,30,交通运输、仓储和邮政,114432292.0951872,0.5950117836716364,0.4251348002046629,0.5100732919381497,2015
内蒙古,31,住宿和餐饮,36084403.28995455,0.5795872617794102,0.15130416094199967,0.3654457113607049,2015
内蒙古,32,信息传输、软件和信息技术服务,18895068.773411267,0.61547620988044,0.08568484431936656,0.3505805270999033,2015
内蒙古,33,金融,77427831.7057134,0.7236490755319561,0.3828230687241027,0.5532360721280294,2015
内蒙古,34,房地产,29860999.060537748,0.7058965403189574,0.039639938568503195,0.37276823944373033,2015
内蒙古,35,租赁和商务服务,27987454.403590485,0.5323745248467331,0.09788604295447852,0.3151302839006058,2015
内蒙古,36,科学研究和技术服务,14727844.755800506,0.6594398113666262,0.03636521275780618,0.3479025120622162,2015
内蒙古,37,水利、环境和公共设施管理,9148571.69162244,0.6772321862614493,0.007138819425446698,0.342185502843448,2015
内蒙古,38,居民服务、修理和其他服务,24237421.98123353,0.67636469974873,0.1685683035533501,0.42246650165104005,2015
内蒙古,39,教育,18836701.825293228,0.7022386971873728,0.05125136924778419,0.37674503321757846,2015
内蒙古,40,卫生和社会工作,18000288.201113533,0.6452317218819952,0.005798023449733651,0.32551487266586443,2015
内蒙古,41,文化、体育和娱乐,4186259.4953420716,0.6205677462412176,0.01428252867253311,0.31742513745687534,2015
内蒙古,42,公共管理、社会保障和社会组织,37592128.23943025,0.6901802567432068,0.044308694774378946,0.3672444757587929,2015
辽宁,01,农林牧渔产品和服务,188338513.69612515,0.6347189164829005,0.40161028875417076,0.5181646026185356,2015
辽宁,02,煤炭采选产品,10582117.767769337,0.576305254135451,0.0679301031065343,0.3221176786209926,2015
辽宁,03,石油和天然气开采产品,8588878.788310759,0.622508748402081,0.017893779558233083,0.3202012639801571,2015
辽宁,04,金属矿采选产品,31038904.19254671,0.5644285753298427,0.09274052528460326,0.328584550307223,2015
辽宁,05,非金属矿和其他矿采选产品,19707524.439950205,0.5612929008573171,0.05914057662990414,0.3102167387436106,2015
辽宁,06,食品和烟草,144124639.53232005,0.5478424919868905,0.23509357628048635,0.3914680341336884,2015
辽宁,07,纺织品,9906929.634145565,0.5386275825101303,0.1089442612807999,0.3237859218954651,2015
辽宁,08,纺织服装鞋帽皮革羽绒及其制品,22800301.992747433,0.5589954635678442,0.05239420478076157,0.30569483417430293,2015
辽宁,09,木材加工品和家具,20793001.11071229,0.5615923231435748,0.0828337898209021,0.3222130564822384,2015
辽宁,10,造纸印刷和文教体育用品,15570901.841927206,0.5536361017443957,0.07361382261425414,0.3136249621793249,2015
辽宁,11,石油、炼焦产品和核燃料加工品,141242213.0689071,0.5465570529545015,0.4899819508853644,0.5182695019199329,2015
辽宁,12,化学产品,154256201.66051406,0.5481410839589828,0.5500669507749619,0.5491040173669723,2015
辽宁,13,非金属矿物制品,90941743.94557525,0.5602532341519112,0.155335913796277,0.3577945739740941,2015
辽宁,14,金属冶炼和压延加工品,159357105.68497032,0.5304954042670578,0.43659581091112354,0.48354560758909065,2015
辽宁,15,金属制品,48024015.835593455,0.5467985259274495,0.1438447914239586,0.345321658675704,2015
辽宁,16,通用设备,96940242.36171997,0.5507508722416751,0.2560114449204642,0.4033811585810696,2015
辽宁,17,专用设备,53766271.96535997,0.5515048003480395,0.10828997889546602,0.32989738962175275,2015
辽宁,18,交通运输设备,135646607.8375614,0.5581912770289922,0.19892386319011507,0.3785575701095536,2015
辽宁,19,电气机械和器材,45964517.70460335,0.5376460154931156,0.11264967445764248,0.3251478449753791,2015
辽宁,20,通信设备、计算机和其他电子设备,19480913.86654594,0.5421314662891137,0.07241161996812776,0.3072715431286207,2015
辽宁,21,仪器仪表,5570923.702519326,0.5420988447686681,0.024461854001470794,0.28328034938506946,2015
辽宁,22,其他制造产品,1806456.7579998407,0.5534266211618986,0.0193719441497779,0.28639928265583825,2015
辽宁,23,废品废料,2093087.6157747712,0.6145983703637041,0.010021511726464033,0.3123099410450841,2015
辽宁,24,金属制品、机械和设备修理服务,1409091.8706824067,0.6299943742344218,0.011255372974633882,0.32062487360452785,2015
辽宁,25,电力、热力的生产和供应,63696481.619700424,0.5385110505527346,0.2984121416999794,0.418461596126357,2015
辽宁,26,燃气生产和供应,2753434.405867258,0.5449716713421155,0.036562200098039205,0.2907669357200774,2015
辽宁,27,水的生产和供应,2742189.7348375535,0.5527808760392018,0.014734590263923061,0.28375773315156244,2015
辽宁,28,建筑,333269957.05326205,0.5560667434156585,0.05325930987670107,0.3046630266461798,2015
辽宁,29,批发和零售,185120334.29903138,0.653942520333898,0.4665830429286435,0.5602627816312707,2015
辽宁,30,交通运输、仓储和邮政,161624049.02399686,0.5980256308163812,0.46211370685822095,0.530069668837301,2015
辽宁,31,住宿和餐饮,51073282.822804295,0.5938200154272902,0.15696731873327247,0.3753936670802813,2015
辽宁,32,信息传输、软件和信息技术服务,50992027.04836396,0.6174256062237486,0.09641014052315465,0.35691787337345166,2015
辽宁,33,金融,152745054.7691556,0.6407826908299614,0.456001636257388,0.5483921635436747,2015
辽宁,34,房地产,81295092.69214462,0.680870127115287,0.14953224398534506,0.41520118555031604,2015
辽宁,35,租赁和商务服务,61315058.20054231,0.5921245236836975,0.24044070864590458,0.41628261616480106,2015
辽宁,36,科学研究和技术服务,39650294.97279335,0.5845185213162996,0.1093078460795862,0.3469131836979429,2015
辽宁,37,水利、环境和公共设施管理,14259436.962711452,0.6092410956377161,0.06084446785713358,0.33504278174742486,2015
辽宁,38,居民服务、修理和其他服务,42477854.66309927,0.620460594830104,0.13614822071585223,0.3783044077729781,2015
辽宁,39,教育,41681995.814913765,0.7005498695075566,0.07578842560598993,0.3881691475567733,2015
辽宁,40,卫生和社会工作,60243500.937304154,0.6053748714014984,0.047637645935885986,0.3265062586686922,2015
辽宁,41,文化、体育和娱乐,13004391.267233727,0.6312953828928077,0.04451506229731931,0.3379052225950635,2015
辽宁,42,公共管理、社会保障和社会组织,65876221.08004158,0.6263780160359153,0.02617622164089898,0.3262771188384071,2015
吉林,01,农林牧渔产品和服务,115204263.12000273,0.6446185876770533,0.28784004722043544,0.46622931744874435,2015
吉林,02,煤炭采选产品,10359899.744170334,0.58065435257255,0.07353584615196189,0.32709509936225595,2015
吉林,03,石油和天然气开采产品,13316322.036023276,0.5942639649684591,0.1637898365274779,0.3790269007479685,2015
吉林,04,金属矿采选产品,14869686.834758695,0.592897429068836,0.09283132369084729,0.3428643763798417,2015
吉林,05,非金属矿和其他矿采选产品,8264985.452190588,0.5995390104957663,0.10102039197544171,0.35027970123560404,2015
吉林,06,食品和烟草,173070198.96754754,0.5578397688909625,0.432766863039574,0.4953033159652683,2015
吉林,07,纺织品,7260153.052409286,0.5605664035762614,0.15861465151101684,0.3595905275436391,2015
吉林,08,纺织服装鞋帽皮革羽绒及其制品,6037436.682612067,0.5565108745603253,0.00820782602828445,0.28235935029430487,2015
